day,hour,precinct,criminal,traffic
0,0,44,157,162
0,0,103,75,116
0,0,28,40,2902
0,0,105,78,20
0,0,13,68,46958
0,0,71,101,436
0,0,7,47,13381
0,0,46,96,101
0,0,48,93,12
0,0,19,65,24836
0,0,41,79,30
0,0,14,59,75916
0,0,67,200,31
0,0,17,36,48201
0,0,61,87,28
0,0,102,97,253
0,0,110,68,905
0,0,108,63,4453
0,0,75,219,49
0,0,73,122,134
0,0,60,145,20
0,0,68,43,94
0,0,79,80,720
0,0,23,93,5503
0,0,42,67,29
0,0,115,131,19638
0,0,52,129,33
0,0,122,79,7
0,0,72,81,183
0,0,109,111,112
0,0,24,66,9235
0,0,81,72,839
0,0,90,108,9889
0,0,112,65,470
0,0,43,169,64
0,0,84,66,5238
0,0,47,138,29
0,0,77,82,882
0,0,101,56,5
0,0,83,102,752
0,0,113,108,29522
0,0,120,112,46
0,0,70,90,349
0,0,69,59,9
0,0,66,58,61
0,0,114,144,5442
0,0,76,29,1538
0,0,63,59,55
0,0,45,67,26
0,0,106,97,57
0,0,10,32,35646
0,0,78,39,3998
0,0,6,52,46535
0,0,5,24,25565
0,0,94,60,7131
0,0,40,134,382
0,0,34,122,881
0,0,32,88,1012
0,0,50,44,74
0,0,25,89,2497
0,0,100,28,10
0,0,18,65,58437
0,0,20,40,19214
0,0,111,63,47
0,0,107,69,123
0,0,30,49,1977
0,0,49,102,49
0,0,88,54,3037
0,0,26,33,3711
0,0,123,50,15
0,0,9,94,45142
0,0,104,95,180
0,0,33,65,990
0,0,62,99,47
0,0,22,4,2542
0,0,1,10,1000
0,1,44,101,96
0,1,103,56,53
0,1,28,25,1993
0,1,105,69,9
0,1,13,26,26877
0,1,71,59,417
0,1,7,32,9307
0,1,46,82,105
0,1,48,81,22
0,1,19,48,13238
0,1,41,51,31
0,1,14,63,43414
0,1,67,107,48
0,1,17,13,29158
0,1,61,44,34
0,1,102,73,175
0,1,110,74,876
0,1,108,46,3748
0,1,75,143,58
0,1,73,72,128
0,1,60,57,7
0,1,68,27,82
0,1,79,48,580
0,1,23,58,3115
0,1,42,57,23
0,1,115,99,3103
0,1,52,93,47
0,1,122,37,9
0,1,1,30,12613
0,1,72,49,137
0,1,109,49,88
0,1,24,34,5508
0,1,81,50,766
0,1,90,72,7216
0,1,112,27,257
0,1,43,116,43
0,1,84,20,2929
0,1,47,89,19
0,1,77,49,736
0,1,101,39,6
0,1,83,58,578
0,1,113,87,12174
0,1,120,81,43
0,1,70,67,221
0,1,69,49,18
0,1,66,35,78
0,1,114,71,4595
0,1,76,14,956
0,1,63,44,32
0,1,45,40,19
0,1,106,56,45
0,1,10,39,26130
0,1,78,20,2578
0,1,6,54,30507
0,1,5,23,15458
0,1,94,37,5047
0,1,40,112,286
0,1,34,62,461
0,1,32,49,689
0,1,50,35,52
0,1,25,40,1739
0,1,100,11,1
0,1,18,41,35176
0,1,20,19,11074
0,1,111,18,34
0,1,107,44,83
0,1,30,37,1298
0,1,49,57,31
0,1,88,29,1693
0,1,26,22,2433
0,1,123,20,3
0,1,9,37,31021
0,1,104,56,137
0,1,33,33,569
0,1,62,45,16
0,1,22,3,1095
0,2,44,86,57
0,2,103,41,37
0,2,28,22,1292
0,2,105,60,15
0,2,13,37,16287
0,2,71,46,198
0,2,7,24,6669
0,2,46,81,50
0,2,48,65,10
0,2,19,31,8093
0,2,41,28,25
0,2,14,32,28234
0,2,67,64,43
0,2,17,19,17581
0,2,61,25,40
0,2,102,52,59
0,2,110,60,792
0,2,108,47,2951
0,2,75,110,44
0,2,73,58,83
0,2,60,47,4
0,2,68,24,67
0,2,79,49,380
0,2,23,37,1995
0,2,42,44,19
0,2,115,100,1184
0,2,52,58,13
0,2,122,34,3
0,2,1,25,7376
0,2,72,37,88
0,2,109,39,102
0,2,24,22,3397
0,2,81,36,613
0,2,90,38,5612
0,2,112,16,220
0,2,43,87,41
0,2,84,24,1651
0,2,47,65,23
0,2,77,45,369
0,2,101,24,8
0,2,83,64,442
0,2,113,67,3841
0,2,120,59,33
0,2,70,61,221
0,2,69,33,8
0,2,66,29,52
0,2,114,74,3557
0,2,76,11,576
0,2,63,37,43
0,2,45,40,8
0,2,106,43,41
0,2,10,28,21655
0,2,78,25,1579
0,2,6,36,22778
0,2,5,22,10183
0,2,94,20,3705
0,2,40,66,206
0,2,34,60,261
0,2,32,30,508
0,2,50,21,30
0,2,25,32,1109
0,2,100,15,2
0,2,18,35,23659
0,2,20,14,5525
0,2,111,14,4
0,2,107,31,37
0,2,30,31,893
0,2,49,41,26
0,2,88,12,1159
0,2,26,11,1646
0,2,123,18,1
0,2,9,33,22224
0,2,104,50,75
0,2,33,37,373
0,2,62,34,15
0,2,22,1,615
0,3,44,64,96
0,3,103,30,30
0,3,28,18,877
0,3,105,30,7
0,3,13,21,10510
0,3,71,41,176
0,3,7,17,4468
0,3,46,40,64
0,3,48,55,13
0,3,19,22,5759
0,3,41,39,32
0,3,14,29,14802
0,3,67,73,19
0,3,17,14,11541
0,3,61,29,12
0,3,102,37,80
0,3,110,50,570
0,3,108,40,2227
0,3,75,73,21
0,3,73,45,51
0,3,60,31,6
0,3,68,16,22
0,3,79,31,236
0,3,23,18,1666
0,3,42,35,13
0,3,115,96,1041
0,3,52,47,34
0,3,122,17,6
0,3,1,18,4783
0,3,72,30,81
0,3,109,33,69
0,3,24,18,2590
0,3,81,37,457
0,3,90,22,4191
0,3,112,14,124
0,3,43,56,22
0,3,84,14,973
0,3,47,53,18
0,3,77,33,234
0,3,101,17,16
0,3,83,66,313
0,3,113,50,1668
0,3,120,39,58
0,3,70,36,105
0,3,69,23,14
0,3,66,31,46
0,3,114,60,2549
0,3,76,12,413
0,3,63,25,23
0,3,45,31,10
0,3,106,47,26
0,3,10,34,18642
0,3,78,12,830
0,3,6,28,15337
0,3,5,16,6747
0,3,94,17,2475
0,3,40,52,138
0,3,34,44,135
0,3,32,33,351
0,3,50,26,11
0,3,25,23,934
0,3,18,34,18069
0,3,20,12,3605
0,3,111,11,20
0,3,107,28,35
0,3,30,31,577
0,3,49,20,16
0,3,88,12,702
0,3,26,16,1291
0,3,123,8,5
0,3,9,16,15954
0,3,104,31,101
0,3,33,26,236
0,3,62,34,22
0,3,22,2,413
0,3,100,10,1000
0,4,44,63,105
0,4,103,49,37
0,4,28,13,1200
0,4,105,31,15
0,4,13,28,12830
0,4,71,49,174
0,4,7,22,3616
0,4,46,45,73
0,4,48,35,20
0,4,19,19,9622
0,4,41,28,35
0,4,14,45,17994
0,4,67,54,17
0,4,17,12,13790
0,4,61,28,27
0,4,102,50,97
0,4,110,62,786
0,4,108,41,3250
0,4,75,60,14
0,4,73,32,42
0,4,60,18,3
0,4,68,10,31
0,4,79,31,214
0,4,23,18,2913
0,4,42,18,23
0,4,115,115,1761
0,4,52,54,19
0,4,1,16,5875
0,4,72,42,49
0,4,109,29,52
0,4,24,7,4063
0,4,81,23,315
0,4,90,32,3356
0,4,112,11,103
0,4,43,53,43
0,4,84,13,1458
0,4,47,58,37
0,4,77,32,192
0,4,83,38,212
0,4,113,39,1843
0,4,120,39,55
0,4,70,29,126
0,4,69,17,15
0,4,66,28,71
0,4,114,58,4291
0,4,76,10,457
0,4,63,29,24
0,4,45,16,1
0,4,106,34,34
0,4,10,19,12454
0,4,78,13,723
0,4,6,27,12525
0,4,5,12,5629
0,4,94,23,2111
0,4,40,32,221
0,4,34,74,131
0,4,32,24,387
0,4,50,20,19
0,4,25,16,1198
0,4,100,7,3
0,4,18,33,20122
0,4,20,11,5600
0,4,111,5,21
0,4,107,17,54
0,4,30,29,841
