0,0,1.0,22277
0,0,5.0,24145
0,0,6.0,64112
0,0,7.0,11182
0,0,9.0,39813
0,0,10.0,27780
0,0,13.0,43344
0,0,14.0,76016
0,0,17.0,48122
0,0,18.0,62072
0,0,19.0,24903
0,0,20.0,16988
0,0,22.0,3342
0,0,23.0,5757
0,0,24.0,10428
0,0,25.0,2089
0,0,26.0,3133
0,0,28.0,2635
0,0,30.0,1551
0,0,32.0,1120
0,0,33.0,1305
0,0,34.0,828
0,0,40.0,363
0,0,41.0,30
0,0,42.0,25
0,0,43.0,65
0,0,44.0,164
0,0,45.0,33
0,0,46.0,95
0,0,47.0,29
0,0,48.0,12
0,0,49.0,43
0,0,50.0,75
0,0,52.0,35
0,0,60.0,25
0,0,61.0,29
0,0,62.0,42
0,0,63.0,52
0,0,66.0,57
0,0,67.0,32
0,0,68.0,94
0,0,69.0,8
0,0,70.0,368
0,0,71.0,460
0,0,72.0,205
0,0,73.0,99
0,0,75.0,64
0,0,76.0,1117
0,0,77.0,882
0,0,78.0,3870
0,0,79.0,946
0,0,81.0,924
0,0,83.0,832
0,0,84.0,5582
0,0,88.0,2640
0,0,90.0,10286
0,0,94.0,6179
0,0,100.0,10
0,0,101.0,5
0,0,102.0,262
0,0,103.0,115
0,0,104.0,160
0,0,105.0,20
0,0,106.0,49
0,0,107.0,117
0,0,108.0,4938
0,0,109.0,111
0,0,110.0,868
0,0,111.0,45
0,0,112.0,507
0,0,113.0,29530
0,0,114.0,5367
0,0,115.0,19749
0,0,120.0,40
0,0,122.0,7
0,0,123.0,15
0,1,1.0,12971
0,1,5.0,14060
0,1,6.0,45437
0,1,7.0,7851
0,1,9.0,27828
0,1,10.0,17978
0,1,13.0,24978
0,1,14.0,43068
0,1,17.0,28904
0,1,18.0,37490
0,1,19.0,12901
0,1,20.0,9869
0,1,22.0,1553
0,1,23.0,3379
0,1,24.0,6414
0,1,25.0,1505
0,1,26.0,2026
0,1,28.0,1818
0,1,30.0,1016
0,1,32.0,753
0,1,33.0,734
0,1,34.0,435
0,1,40.0,275
0,1,41.0,32
0,1,42.0,21
0,1,43.0,44
0,1,44.0,91
0,1,45.0,19
0,1,46.0,99
0,1,47.0,25
0,1,48.0,26
0,1,49.0,22
0,1,50.0,53
0,1,52.0,46
0,1,60.0,7
0,1,61.0,39
0,1,62.0,19
0,1,63.0,38
0,1,66.0,70
0,1,67.0,50
0,1,68.0,78
0,1,69.0,18
0,1,70.0,246
0,1,71.0,438
0,1,72.0,161
0,1,73.0,109
0,1,75.0,66
0,1,76.0,665
0,1,77.0,731
0,1,78.0,2415
0,1,79.0,759
0,1,81.0,777
0,1,83.0,700
0,1,84.0,3267
0,1,88.0,1389
0,1,90.0,7465
0,1,94.0,4364
0,1,100.0,1
0,1,101.0,6
0,1,102.0,184
0,1,103.0,56
0,1,104.0,116
0,1,105.0,9
0,1,106.0,38
0,1,107.0,83
0,1,108.0,4192
0,1,109.0,89
0,1,110.0,919
0,1,111.0,34
0,1,112.0,254
0,1,113.0,12176
0,1,114.0,4430
0,1,115.0,3208
0,1,120.0,40
0,1,122.0,9
0,1,123.0,5
0,2,1.0,7542
0,2,5.0,9413
0,2,6.0,35116
0,2,7.0,5714
0,2,9.0,19964
0,2,10.0,14700
0,2,13.0,15230
0,2,14.0,27238
0,2,17.0,17310
0,2,18.0,24891
0,2,19.0,7945
0,2,20.0,4987
0,2,22.0,773
0,2,23.0,2172
0,2,24.0,3966
0,2,25.0,952
0,2,26.0,1368
