day,hour,negative,neutral,positive
0,0,0.14855997083485234,0.6569449507838133,0.1944950783813343
0,1,0.12331902718168812,0.6572246065808297,0.21945636623748213
0,2,0.13014084507042253,0.6656338028169014,0.20422535211267606
0,3,0.14492753623188406,0.6692242114236999,0.18584825234441602
0,4,0.1615603847524047,0.6556822230138938,0.18275739223370147
0,5,0.1509526938239159,0.669185282522996,0.17986202365308804
0,6,0.14854196874496536,0.6676333172224908,0.1838247140325439
0,7,0.14842004468560485,0.6693265240983083,0.1822534312160868
0,8,0.16035194828514993,0.6699586999461303,0.1696893517687197
0,9,0.15776173285198555,0.6732851985559567,0.16895306859205775
0,10,0.16874265569917743,0.6491186839012926,0.18213866039952997
0,11,0.14058803649881718,0.6813112538019601,0.1781007096992227
0,12,0.17691659646166807,0.6840775063184499,0.13900589721988205
0,13,0.17434507678410116,0.6815718157181572,0.14408310749774164
0,14,0.1652078774617068,0.6931072210065645,0.14168490153172866
0,15,0.17564289180009704,0.6812227074235808,0.14313440077632217
0,16,0.18484992853739876,0.6688899475940924,0.1462601238685088
0,17,0.17752050168837433,0.6710082006753497,0.15147129763627593
0,18,0.17332641411520497,0.6824078879086664,0.1442656979761287
0,19,0.18362627197039777,0.6692876965772433,0.14708603145235893
0,20,0.1453278885419169,0.6480903194811434,0.2065817919769397
0,21,0.11869609706183307,0.6345563514106125,0.24674755152755445
0,22,0.11181530104119511,0.6335445903123585,0.2546401086464464
0,23,0.10961356217752975,0.6297778245761819,0.2606086132462883
1,0,0.09690457413249211,0.6255914826498423,0.27750394321766564
1,1,0.09295199182839632,0.6275536261491318,0.2794943820224719
1,2,0.10718843045512548,0.64412306819793,0.24868850134694456
1,3,0.10772464529689964,0.651953056577334,0.24032229812576633
1,4,0.1104002624671916,0.6523950131233596,0.2372047244094488
1,5,0.11592893706714845,0.6458897922312556,0.2381812707015959
1,6,0.1062753036437247,0.6401098901098901,0.2536148062463852
1,7,0.10553278688524591,0.6346055327868853,0.2598616803278688
1,8,0.11371428571428571,0.6378095238095238,0.2484761904761905
1,9,0.09991759373712403,0.6415327564894932,0.2585496497733828
1,10,0.0989867498051442,0.6403518539138181,0.26066139628103774
1,11,0.10202849553248007,0.6485148514851485,0.2494566529823714
1,12,0.10684546339353304,0.6413972099059154,0.2517573267005515
1,13,0.11447727837099578,0.6432828408244351,0.24223988080456915
1,14,0.10668956961542132,0.6327893883004103,0.2605210420841683
1,15,0.11979977753058954,0.6279199110122358,0.2522803114571746
1,16,0.10899411599887923,0.6379938358083497,0.25301204819277107
1,17,0.11607558410127525,0.6438611188681002,0.2400632970306246
1,18,0.11873873873873873,0.6299099099099099,0.25135135135135134
1,19,0.11250330892085061,0.6319597635224565,0.25553692755669283
1,20,0.1185589519650655,0.6313318777292577,0.25010917030567686
1,21,0.10445548224479205,0.6197642523537698,0.2757802654014382
1,22,0.10466781214203895,0.6251431844215349,0.2701890034364261
1,23,0.10753134601013037,0.618035373245869,0.27443328074400064
2,0,0.0995816660603856,0.6223172062568206,0.27810112768279377
2,1,0.09682511840028066,0.6200666549728118,0.28310822662690754
2,2,0.09172339663203152,0.6244177714080975,0.283858831959871
2,3,0.09225326560232221,0.6274492017416545,0.2802975326560232
2,4,0.08800623052959501,0.6356005538248529,0.2763932156455521
2,5,0.10303296703296703,0.6381538461538462,0.2588131868131868
2,6,0.10171152831184498,0.6327376913217221,0.2655507803664329
2,7,0.09987236758136567,0.6346522016592214,0.2654754307594129
2,8,0.10236845318031987,0.6345379074594066,0.26309363936027347
2,9,0.10307520818306996,0.6401547439512163,0.2567700478657137
2,10,0.10808841389361186,0.6323374625536394,0.2595741235527488
2,11,0.10273232479160235,0.6340691571472676,0.26319851806113
2,12,0.10693663869427977,0.6415428439448765,0.2515205173608438
2,13,0.10452762923351158,0.6370766488413547,0.2583957219251337
2,14,0.10703452260580673,0.6334681496461072,0.2594973277480861
2,15,0.10185668481097607,0.6397733204086198,0.2583699947804041
2,16,0.10550458715596331,0.6289068574094231,0.26558855543461357
2,17,0.11350603124382044,0.6381253707731857,0.24836859798299388
2,18,0.11406875834445927,0.6375166889185581,0.24841455273698265
2,19,0.10987784053592539,0.6268225403914357,0.2632996190726389
2,20,0.11113720425057241,0.6232020196089944,0.26566077614043326
2,21,0.10804034100406754,0.6106313032818855,0.2813283557140469
2,22,0.10240254085343989,0.6157471441012243,0.2818503150453358
2,23,0.10169205688908876,0.6102085558491203,0.288099387261791
3,0,0.09478060565200293,0.6186302601269734,0.28658913422102367
3,1,0.09404604696560831,0.6196245047941666,0.28632944824022505
3,2,0.08947983635300993,0.6199883109292811,0.2905318527177089
3,3,0.09033773861967695,0.621791483113069,0.28787077826725405
3,4,0.088515374024782,0.6314249655805415,0.28005966039467645
3,5,0.09629421673217294,0.6288601909039865,0.27484559236384054
3,6,0.09688544595956916,0.6219557489255585,0.2811588051148724
3,7,0.0973021966304116,0.6285455320963959,0.2741522712731926
3,8,0.09556507821777066,0.6263100831225153,0.278124838659714
3,9,0.09912048777855717,0.6147952301300383,0.2860842820914045
3,10,0.08528306121303933,0.6263255344218145,0.28839140436514615
3,11,0.08938296277791656,0.6315263552335748,0.2790906819885086
3,12,0.09190389995063354,0.6271186440677966,0.28097745598156987
3,13,0.0861438863944868,0.6355852563433225,0.27827085726219064
3,14,0.09769886927196984,0.6191231898432851,0.28317794088474507
3,15,0.09712933429365161,0.6217717872209075,0.2810988784854409
3,16,0.09859407181875168,0.6287275006716218,0.27267842750962656
3,17,0.09568414602118533,0.6243543727567189,0.2799614812220958
3,18,0.09438088829071332,0.6190275908479138,0.2865915208613728
3,19,0.0982953099821898,0.6175048766007972,0.284199813417013
3,20,0.0940599338807721,0.6103231310653727,0.29561693505385517
3,21,0.08228593872741555,0.6141005498821681,0.3036135113904163
3,22,0.08851139919535092,0.6176426762032484,0.2938459246014007
3,23,0.09148771637618226,0.617036464219856,0.29147581940396167
4,0,0.0892763731473409,0.6194129613484453,0.2913106655042139
4,1,0.08585828283434331,0.624707505849883,0.2894342113157737
4,2,0.08675688738521024,0.6214354760753987,0.291807636539391
4,3,0.08820760268329998,0.636518771331058,0.275273625985642
4,4,0.09521932541246692,0.6258235260994426,0.27895714848809056
4,5,0.09778577661431065,0.6228184991273996,0.2793957242582897
4,6,0.09547603696539866,0.6228239845261122,0.28169997850848916
4,7,0.09836962468541416,0.6214574898785425,0.28017288543604335
4,8,0.09735187654791388,0.6267860544865689,0.27586206896551724
4,9,0.0995194874532835,0.6321409503470369,0.26833956219967964
4,10,0.10776855693868143,0.6257491931765791,0.2664822498847395
4,11,0.11460807600950118,0.6310372129849564,0.25435471100554236
4,12,0.10745098039215686,0.6338375350140056,0.2587114845938375
4,13,0.10864768309341179,0.6374908059262373,0.2538615109803509
4,14,0.11438886023723568,0.6418772563176895,0.24373388344507477
4,15,0.11770765052907575,0.6325498642194962,0.24974248525142803
4,16,0.11843345616590968,0.6349301568257777,0.2466363870083126
4,17,0.0985549132947977,0.6434489402697495,0.25799614643545277
4,18,0.1214079074252652,0.6233365477338476,0.2552555448408872
4,19,0.10564561207378424,0.6258617477175331,0.2684926402086827
4,20,0.10613797937318514,0.6260138179633523,0.2678482026634625
4,21,0.1021133345801384,0.6222180662053488,0.2756685992145128
4,22,0.09671340268355194,0.6325192220714608,0.2707673752449872
4,23,0.09768051912191081,0.6261908049150904,0.2761286759629988
5,0,0.08983117393011386,0.6248920298390263,0.28527679623085983
5,1,0.09223065740591181,0.6252624777903408,0.28250686480374737
5,2,0.0837050855706059,0.6329791548381863,0.2833157595912077
5,3,0.09207100591715976,0.628560157790927,0.2793688362919132
5,4,0.08735167886897248,0.6343515947151392,0.27829672641588826
5,5,0.09021512838306732,0.6355829285218598,0.27420194309507284
5,6,0.09645897832817338,0.6285797213622291,0.27496130030959753
5,7,0.10798264204258755,0.62720758906045,0.26480976889696234
5,8,0.12014628374744542,0.6411745724427235,0.23867914380983113
5,9,0.16153205661948378,0.6582014987510408,0.18026644462947544
5,10,0.15922619047619047,0.6673044217687075,0.17346938775510204
5,11,0.14844495325319595,0.6704827323029956,0.18107231444380845
5,12,0.15719655096175106,0.6595180190139288,0.18328543002432013
5,13,0.15437921077959577,0.6696823869104909,0.17593840230991337
5,14,0.15585738539898134,0.6410865874363327,0.2030560271646859
5,15,0.15670103092783505,0.6615979381443299,0.18170103092783504
5,16,0.16504275203817856,0.6673294889640088,0.16762775899781268
5,17,0.17103904152034705,0.6709357570749845,0.15802520140466847
5,18,0.14660218885212523,0.6543649783659964,0.19903283278187833
5,19,0.14575381679389313,0.6560114503816794,0.19823473282442747
5,20,0.14243391066545122,0.6385597082953509,0.2190063810391978
5,21,0.12646394082597082,0.6319087733716868,0.2416272858023423
5,22,0.11731123388581952,0.623756906077348,0.25893186003683244
5,23,0.12039220553555914,0.6295147077075834,0.2500930867568574
6,0,0.1148036253776435,0.6369852122754015,0.248211162346955
6,1,0.11584847970103618,0.6487175131645999,0.23543400713436385
6,2,0.11513647642679901,0.6441687344913152,0.24069478908188585
6,3,0.12510481301358375,0.6345799094415563,0.24031527754485996
6,4,0.11407430245105596,0.6599352551256359,0.22599044242330815
6,5,0.1275318829707427,0.6526631657914479,0.21980495123780946
6,6,0.1234206471494607,0.6414483821263482,0.23513097072419106
6,7,0.12496315944591807,0.6422045387562629,0.23283230179781905
6,8,0.1314209472981988,0.6419835445852791,0.22659550811652213
6,9,0.14042228440600357,0.6446196896464004,0.21495802594759603
6,10,0.127495342028214,0.6640936917753527,0.20841096619643332
6,11,0.1659021406727829,0.7064220183486238,0.12767584097859327
6,12,0.186010760953113,0.6717909300538047,0.14219830899308225
