day,hour,precinct,criminal,traffic
0,0,44,157,121
0,0,103,75,107
0,0,28,40,2267
0,0,105,78,21
0,0,13,68,28267
0,0,71,101,604
0,0,7,47,2264
0,0,46,96,109
0,0,48,93,12
0,0,19,65,22644
0,0,41,79,29
0,0,14,59,78189
0,0,67,200,25
0,0,17,36,48427
0,0,61,87,29
0,0,102,97,247
0,0,110,68,963
0,0,108,63,5055
0,0,75,219,52
0,0,73,122,106
0,0,60,145,29
0,0,68,43,92
0,0,79,80,1303
0,0,23,93,6050
0,0,42,67,41
0,0,115,131,19529
0,0,52,129,34
0,0,122,79,6
0,0,72,81,173
0,0,109,111,103
0,0,24,66,9773
0,0,81,72,676
0,0,90,108,11843
0,0,112,65,532
0,0,43,169,66
0,0,84,66,5067
0,0,47,138,30
0,0,77,82,603
0,0,101,56,5
0,0,83,102,534
0,0,113,108,29457
0,0,120,112,41
0,0,70,90,354
0,0,69,59,9
0,0,66,58,46
0,0,114,144,4808
0,0,76,29,1726
0,0,63,59,65
0,0,45,67,28
0,0,106,97,148
0,0,10,32,36704
0,0,78,39,3959
0,0,6,52,66805
0,0,5,24,25971
0,0,94,60,4822
0,0,40,134,601
0,0,34,122,812
0,0,32,88,830
0,0,50,44,76
0,0,25,89,1205
0,0,100,28,10
0,0,18,65,60938
0,0,20,40,20794
0,0,111,63,47
0,0,107,69,123
0,0,30,49,1636
0,0,49,102,42
0,0,88,54,3057
0,0,26,33,3319
0,0,123,50,15
0,0,9,94,46258
0,0,104,95,154
0,0,33,65,978
0,0,62,99,46
0,0,22,4,5686
0,0,1,10,1000
0,1,44,101,86
0,1,103,56,68
0,1,28,25,1574
0,1,105,69,10
0,1,13,26,16875
0,1,71,59,517
0,1,7,32,1515
0,1,46,82,96
0,1,48,81,18
0,1,19,48,12463
0,1,41,51,31
0,1,14,63,45136
0,1,67,107,37
0,1,17,13,29559
0,1,61,44,41
0,1,102,73,167
0,1,110,74,972
0,1,108,46,4381
0,1,75,143,57
0,1,73,72,115
0,1,60,57,8
0,1,68,27,80
0,1,79,48,984
0,1,23,58,3561
0,1,42,57,25
0,1,115,99,2971
0,1,52,93,44
0,1,122,37,3
0,1,1,30,13343
0,1,72,49,137
0,1,109,49,82
0,1,24,34,5979
0,1,81,50,585
0,1,90,72,8585
0,1,112,27,300
0,1,43,116,41
0,1,84,20,2771
0,1,47,89,24
0,1,77,49,525
0,1,101,39,6
0,1,83,58,506
0,1,113,87,12153
0,1,120,81,46
0,1,70,67,264
0,1,69,49,17
0,1,66,35,68
0,1,114,71,3933
0,1,76,14,1112
0,1,63,44,45
0,1,45,40,19
0,1,106,56,75
0,1,10,39,22011
0,1,78,20,2491
0,1,6,54,46110
0,1,5,23,15613
0,1,94,37,3333
0,1,40,112,412
0,1,34,62,427
0,1,32,49,503
0,1,50,35,53
0,1,25,40,924
0,1,100,11,1
0,1,18,41,37135
0,1,20,19,11667
0,1,111,18,34
0,1,107,44,80
0,1,30,37,1046
0,1,49,57,27
0,1,88,29,1775
0,1,26,22,2126
0,1,123,20,5
0,1,9,37,32576
0,1,104,56,110
0,1,33,33,573
0,1,62,45,18
0,1,22,3,2381
0,2,44,86,50
0,2,103,41,38
0,2,28,22,921
0,2,105,60,8
0,2,13,37,10037
0,2,71,46,281
0,2,7,24,1152
0,2,46,81,45
0,2,48,65,11
0,2,19,31,7736
0,2,41,28,28
0,2,14,32,28625
0,2,67,64,42
0,2,17,19,17750
0,2,61,25,31
0,2,102,52,55
0,2,110,60,991
0,2,108,47,3386
0,2,75,110,44
0,2,73,58,74
0,2,60,47,14
0,2,68,24,67
0,2,79,49,599
0,2,23,37,2384
0,2,42,44,24
0,2,115,100,974
0,2,52,58,16
0,2,122,34,2
0,2,1,25,7674
0,2,72,37,83
0,2,109,39,102
0,2,24,22,3783
0,2,81,36,461
0,2,90,38,6805
0,2,112,16,253
0,2,43,87,43
0,2,84,24,1522
0,2,47,65,17
0,2,77,45,251
0,2,101,24,8
0,2,83,64,353
0,2,113,67,3836
0,2,120,59,33
0,2,70,61,227
0,2,69,33,8
0,2,66,29,56
0,2,114,74,3102
0,2,76,11,639
0,2,63,37,52
0,2,45,40,8
0,2,106,43,56
0,2,10,28,17109
0,2,78,25,1558
0,2,6,36,35366
0,2,5,22,10807
0,2,94,20,2312
0,2,40,66,287
0,2,34,60,221
0,2,32,30,379
0,2,50,21,38
0,2,25,32,534
0,2,100,15,2
0,2,18,35,24716
0,2,20,14,6238
0,2,111,14,5
0,2,107,31,37
0,2,30,31,753
0,2,49,41,19
0,2,88,12,1237
0,2,26,11,1437
0,2,123,18,1
0,2,9,33,23401
0,2,104,50,44
0,2,33,37,390
0,2,62,34,16
0,2,22,1,1151
0,3,44,64,86
0,3,103,30,18
0,3,28,18,734
0,3,105,30,8
0,3,13,21,7056
0,3,71,41,220
0,3,7,17,614
0,3,46,40,52
