day,hour,precinct,criminal,traffic
0,0,44,157,162
0,0,103,75,115
0,0,28,40,2688
0,0,105,78,21
0,0,13,68,42555
0,0,71,101,460
0,0,7,47,10964
0,0,46,96,94
0,0,48,93,12
0,0,19,65,24916
0,0,41,79,32
0,0,14,59,77428
0,0,67,200,32
0,0,17,36,47903
0,0,61,87,29
0,0,102,97,263
0,0,110,68,884
0,0,108,63,5020
0,0,75,219,64
0,0,73,122,98
0,0,60,145,25
0,0,68,43,89
0,0,79,80,884
0,0,23,93,5726
0,0,42,67,27
0,0,115,131,19739
0,0,52,129,31
0,0,122,79,7
0,0,72,81,219
0,0,109,111,111
0,0,24,66,10564
0,0,81,72,934
0,0,90,108,10519
0,0,112,65,499
0,0,43,169,63
0,0,84,66,5602
0,0,47,138,29
0,0,77,82,920
0,0,101,56,5
0,0,83,102,803
0,0,113,108,29531
0,0,120,112,40
0,0,70,90,357
0,0,69,59,8
0,0,66,58,57
0,0,114,144,5302
0,0,76,29,1115
0,0,63,59,53
0,0,45,67,33
0,0,106,97,48
0,0,10,32,24839
0,0,78,39,3820
0,0,6,52,66325
0,0,5,24,24112
0,0,94,60,5959
0,0,40,134,365
0,0,34,122,833
0,0,32,88,1125
0,0,50,44,75
0,0,25,89,2047
0,0,100,28,10
0,0,18,65,62418
0,0,20,40,16672
0,0,111,63,44
0,0,107,69,120
0,0,30,49,1536
0,0,49,102,46
0,0,88,54,2718
0,0,26,33,3177
0,0,123,50,15
0,0,9,94,40360
0,0,104,95,162
0,0,33,65,1300
0,0,62,99,42
0,0,22,4,3298
0,0,1,10,1000
0,1,44,101,88
0,1,103,56,48
0,1,28,25,1815
0,1,105,69,9
0,1,13,26,24458
0,1,71,59,440
0,1,7,32,7674
0,1,46,82,98
0,1,48,81,26
0,1,19,48,12950
0,1,41,51,32
0,1,14,63,44045
0,1,67,107,45
0,1,17,13,28786
0,1,61,44,39
0,1,102,73,187
0,1,110,74,935
0,1,108,46,4231
0,1,75,143,65
0,1,73,72,115
0,1,60,57,7
0,1,68,27,78
0,1,79,48,707
0,1,23,58,3332
0,1,42,57,22
0,1,115,99,3181
0,1,52,93,46
0,1,122,37,9
0,1,1,30,12913
0,1,72,49,164
0,1,109,49,89
0,1,24,34,6470
0,1,81,50,788
0,1,90,72,7637
0,1,112,27,254
0,1,43,116,43
0,1,84,20,3276
0,1,47,89,25
0,1,77,49,761
0,1,101,39,6
0,1,83,58,670
0,1,113,87,12176
0,1,120,81,40
0,1,70,67,231
0,1,69,49,18
0,1,66,35,63
0,1,114,71,4393
0,1,76,14,662
0,1,63,44,41
0,1,45,40,19
0,1,106,56,38
0,1,10,39,16141
0,1,78,20,2391
0,1,6,54,46751
0,1,5,23,14069
0,1,94,37,4206
0,1,40,112,276
0,1,34,62,439
0,1,32,49,763
0,1,50,35,53
0,1,25,40,1492
0,1,100,11,1
0,1,18,41,37616
0,1,20,19,9697
0,1,111,18,34
0,1,107,44,88
0,1,30,37,1014
0,1,49,57,23
0,1,88,29,1444
0,1,26,22,2049
0,1,123,20,5
0,1,9,37,28218
0,1,104,56,122
0,1,33,33,732
0,1,62,45,19
0,1,22,3,1553
0,2,44,86,54
0,2,103,41,41
0,2,28,22,1140
0,2,105,60,10
0,2,13,37,15029
0,2,71,46,221
0,2,7,24,5430
0,2,46,81,46
0,2,48,65,11
0,2,19,31,7959
0,2,41,28,27
0,2,14,32,27892
0,2,67,64,43
0,2,17,19,17369
0,2,61,25,37
0,2,102,52,62
0,2,110,60,930
0,2,108,47,3374
0,2,75,110,48
0,2,73,58,65
0,2,60,47,5
0,2,68,24,65
0,2,79,49,486
0,2,23,37,2161
0,2,42,44,23
0,2,115,100,1170
0,2,52,58,15
0,2,122,34,3
0,2,1,25,7486
0,2,72,37,100
0,2,109,39,102
0,2,24,22,4023
0,2,81,36,620
0,2,90,38,6009
0,2,112,16,219
0,2,43,87,40
0,2,84,24,1812
0,2,47,65,22
0,2,77,45,407
0,2,101,24,8
0,2,83,64,477
0,2,113,67,3844
0,2,120,59,32
0,2,70,61,221
0,2,69,33,8
0,2,66,29,58
0,2,114,74,3391
0,2,76,11,393
0,2,63,37,50
0,2,45,40,8
0,2,106,43,44
0,2,10,28,13282
0,2,78,25,1496
0,2,6,36,35911
0,2,5,22,9427
0,2,94,20,3059
0,2,40,66,196
0,2,34,60,231
0,2,32,30,522
0,2,50,21,30
0,2,25,32,933
0,2,100,15,2
0,2,18,35,24971
0,2,20,14,4928
0,2,111,14,4
0,2,107,31,29
0,2,30,31,722
0,2,49,41,25
0,2,88,12,947
0,2,26,11,1380
0,2,123,18,1
0,2,9,33,20337
0,2,104,50,50
0,2,33,37,502
0,2,62,34,11
0,2,22,1,729
0,3,44,64,84
0,3,103,30,14
0,3,28,18,761
0,3,105,30,5
0,3,13,21,9812
0,3,71,41,190
0,3,7,17,3606
0,3,46,40,68
0,3,48,55,9
0,3,19,22,5539
0,3,41,39,33
0,3,14,29,15238
0,3,67,73,18
0,3,17,14,11359
0,3,61,29,9
0,3,102,37,70
0,3,110,50,667
0,3,108,40,2638
0,3,75,73,22
0,3,73,45,41
0,3,60,31,7
0,3,68,16,22
0,3,79,31,328
0,3,23,18,1783
0,3,42,35,12
0,3,115,96,1039
0,3,52,47,39
0,3,122,17,6
0,3,1,18,4895
0,3,72,30,89
0,3,109,33,69
0,3,24,18,3021
0,3,81,37,473
0,3,90,22,4421
0,3,112,14,124
0,3,43,56,24
0,3,84,14,1111
0,3,47,53,18
0,3,77,33,243
0,3,101,17,16
0,3,83,66,343
0,3,113,50,1669
0,3,120,39,56
0,3,70,36,107
0,3,69,23,14
0,3,66,31,46
0,3,114,60,2463
0,3,76,12,294
0,3,63,25,25
0,3,45,31,11
0,3,106,47,25
0,3,10,34,10213
0,3,78,12,765
0,3,6,28,25962
0,3,5,16,6120
0,3,94,17,1992
0,3,40,52,142
0,3,34,44,127
0,3,32,33,369
0,3,50,26,11
0,3,25,23,813
0,3,18,34,19308
0,3,20,12,3188
0,3,111,11,22
0,3,107,28,61
0,3,30,31,484
0,3,49,20,13
0,3,88,12,545
0,3,26,16,1039
0,3,123,8,5
0,3,9,16,14716
0,3,104,31,76
0,3,33,26,305
0,3,62,34,22
0,3,22,2,534
0,3,100,10,1000
0,4,44,63,99
0,4,103,49,30
0,4,28,13,1037
0,4,105,31,14
0,4,13,28,11417
0,4,71,49,201
0,4,7,22,2872
0,4,46,45,65
0,4,48,35,19
0,4,19,19,9567
0,4,41,28,35
0,4,14,45,18827
0,4,67,54,20
0,4,17,12,13513
0,4,61,28,26
0,4,102,50,93
0,4,110,62,998
0,4,108,41,3758
0,4,75,60,16
0,4,73,32,34
0,4,60,18,6
0,4,68,10,32
0,4,79,31,248
0,4,23,18,2922
0,4,42,18,25
0,4,115,115,1713
0,4,52,54,18
0,4,1,16,6126
0,4,72,42,50
0,4,109,29,52
0,4,24,7,4475
0,4,81,23,322
0,4,90,32,3574
0,4,112,11,112
0,4,43,53,43
0,4,84,13,1511
0,4,47,58,38
0,4,77,32,222
0,4,83,38,244
0,4,113,39,1844
0,4,120,39,55
0,4,70,29,121
0,4,69,17,17
0,4,66,28,74
0,4,114,58,4020
0,4,76,10,366
0,4,63,29,24
0,4,45,16,1
0,4,106,34,35
0,4,10,19,8449
0,4,78,13,692
0,4,6,27,19407
0,4,5,12,4799
0,4,94,23,1776
0,4,40,32,214
0,4,34,74,117
0,4,32,24,431
0,4,50,20,19
0,4,25,16,954
0,4,100,7,3
0,4,18,33,21135
0,4,20,11,5039
0,4,111,5,23
0,4,107,17,59
0,4,30,29,657
0,4,49,32,12
0,4,88,21,442
0,4,26,14,1232
0,4,123,6,1
0,4,9,20,12823
0,4,104,31,46
0,4,33,32,422
0,4,62,25,20
0,4,22,1,1002
0,4,122,10,1000
0,4,101,10,1000
0,5,44,42,136
0,5,103,27,64
0,5,28,9,1852
0,5,105,30,21
0,5,13,21,17834
0,5,71,24,230
0,5,7,11,2463
0,5,46,45,39
0,5,48,39,14
0,5,19,25,25475
0,5,41,29,38
0,5,14,26,34657
0,5,67,47,15
0,5,17,8,23006
0,5,61,30,31
0,5,102,27,157
0,5,110,37,747
0,5,108,37,4564
0,5,75,63,23
0,5,73,33,35
0,5,60,25,12
0,5,68,20,29
0,5,79,18,158
0,5,23,27,6382
0,5,42,20,24
0,5,115,52,1960
0,5,52,45,13
0,5,122,18,8
0,5,1,7,10598
0,5,72,38,79
0,5,109,26,94
0,5,24,17,9891
0,5,81,28,141
0,5,90,23,1542
0,5,112,16,361
0,5,43,46,31
0,5,84,13,2979
0,5,47,38,23
0,5,77,22,217
0,5,101,13,1
0,5,83,35,91
0,5,113,33,14953
0,5,120,27,87
0,5,70,37,203
0,5,69,16,8
0,5,66,23,105
0,5,114,41,4878
0,5,76,9,879
0,5,63,21,27
0,5,45,14,2
0,5,106,37,27
0,5,10,14,8465
0,5,78,10,1139
0,5,6,17,15895
0,5,5,16,4793
0,5,94,13,1190
0,5,40,31,264
0,5,34,38,111
0,5,32,20,622
0,5,50,32,16
0,5,25,14,1460
0,5,18,17,21507
0,5,20,12,10371
0,5,111,8,41
0,5,107,13,84
0,5,30,26,910
0,5,49,16,4
0,5,88,8,398
0,5,26,10,1538
0,5,123,7,4
0,5,9,16,11899
0,5,104,31,45
0,5,33,28,518
0,5,62,22,13
0,5,22,2,3390
0,5,100,10,1000
0,6,44,38,209
0,6,103,34,179
0,6,28,22,3396
0,6,105,39,72
0,6,13,22,45843
0,6,71,35,252
0,6,7,7,3520
0,6,46,49,62
0,6,48,43,15
0,6,19,19,75843
0,6,41,21,19
0,6,14,41,100712
0,6,67,41,13
0,6,17,17,60433
0,6,61,23,35
0,6,102,24,356
0,6,110,31,819
0,6,108,36,8094
0,6,75,69,31
0,6,73,55,32
0,6,60,19,5
0,6,68,19,61
0,6,79,29,156
0,6,23,34,16180
0,6,42,29,34
0,6,115,47,3925
0,6,52,50,19
