,month,hour,precinct,totalNumber,felony,misdemeanor,violation
11182,7,1,108,35,7,19,9
11183,7,1,75,133,55,67,11
11184,7,1,73,71,30,36,5
11185,7,1,60,57,24,26,7
11186,7,1,68,25,9,13,3
11187,7,1,79,49,15,30,4
11188,7,1,121,75,9,58,8
11189,7,1,23,44,13,30,1
11190,7,1,42,54,23,27,4
11191,7,1,115,73,17,52,4
11192,7,1,52,77,23,47,7
11193,7,1,122,29,10,18,1
11194,7,1,1,19,9,10,0
11195,7,1,72,55,19,33,3
11196,7,1,109,48,21,24,3
11197,7,1,24,29,14,14,1
11198,7,1,81,42,19,16,7
11199,7,1,90,61,27,33,1
11200,7,1,112,15,9,6,0
11201,7,1,43,80,29,44,7
11202,7,1,84,7,3,4,0
11203,7,1,47,108,38,57,13
11204,7,1,77,54,20,29,5
11205,7,1,101,30,10,17,3
11206,7,1,83,49,18,29,2
11207,7,1,113,71,31,34,6
11208,7,1,120,68,13,45,10
11209,7,1,70,43,15,24,4
11210,7,1,69,36,13,15,8
11211,7,1,66,30,9,16,5
11212,7,1,114,64,24,31,9
11213,7,1,76,13,4,9,0
11214,7,1,63,28,5,18,5
11215,7,1,45,37,8,21,8
11216,7,1,106,43,17,24,2
11217,7,1,10,47,15,27,5
11218,7,1,78,21,4,14,3
11219,7,1,6,49,19,27,3
11220,7,1,5,15,5,9,1
11221,7,1,94,35,11,23,1
11222,7,1,40,77,21,48,8
11223,7,1,34,45,21,21,3
11224,7,1,32,43,12,26,5
11225,7,1,50,31,9,20,2
11226,7,1,25,42,8,27,7
11227,7,1,100,16,7,8,1
11228,7,1,18,46,18,24,4
11229,7,1,20,18,8,9,1
11230,7,1,111,15,5,10,0
11231,7,1,107,30,7,21,2
11232,7,1,30,36,10,19,7
11233,7,1,49,35,4,27,4
11234,7,1,88,17,3,13,1
11235,7,1,26,18,5,11,2
11236,7,1,123,19,5,11,3
11237,7,1,9,69,25,41,3
11238,7,1,104,34,11,16,7
11239,7,1,33,23,7,12,4
11240,7,1,62,36,17,17,2
11241,7,1,22,7,1,6,0
11242,7,2,44,81,25,48,8
11243,7,2,103,48,23,22,3
11244,7,2,28,18,7,10,1
11245,7,2,105,29,12,14,3
11246,7,2,13,53,20,26,7
11247,7,2,71,24,5,17,2
11248,7,2,7,25,10,15,0
11249,7,2,46,62,27,26,9
11250,7,2,48,45,13,29,3
11251,7,2,19,37,16,17,4
11252,7,2,41,43,22,17,4
11253,7,2,14,34,11,15,8
11254,7,2,67,53,15,34,4
11255,7,2,17,17,7,10,0
11256,7,2,61,27,8,16,3
11257,7,2,102,36,13,20,3
11258,7,2,110,36,12,20,4
11259,7,2,108,32,12,16,4
11260,7,2,75,112,49,59,4
11261,7,2,73,54,19,33,2
11262,7,2,60,46,21,24,1
11263,7,2,68,19,6,10,3
11264,7,2,79,45,17,26,2
11265,7,2,121,34,11,17,6
11266,7,2,23,39,18,18,3
11267,7,2,42,46,14,27,5
11268,7,2,115,52,14,38,0
11269,7,2,52,49,20,28,1
11270,7,2,122,23,6,12,5
11271,7,2,1,15,4,8,3
11272,7,2,72,36,18,16,2
11273,7,2,109,33,9,23,1
11274,7,2,24,19,7,9,3
11275,7,2,81,34,15,17,2
11276,7,2,90,41,13,23,5
11277,7,2,112,9,3,6,0
11278,7,2,43,84,26,54,4
11279,7,2,84,17,7,9,1
11280,7,2,47,66,21,39,6
11281,7,2,77,43,21,18,4
11282,7,2,101,30,8,19,3
11283,7,2,83,38,15,20,3
11284,7,2,113,41,20,17,4
11285,7,2,120,37,10,20,7
11286,7,2,70,35,12,19,4
11287,7,2,69,30,11,17,2
11288,7,2,66,16,7,9,0
11289,7,2,114,69,24,39,6
11290,7,2,76,11,6,4,1
11291,7,2,63,27,8,16,3
11292,7,2,45,32,8,17,7
11293,7,2,106,40,18,19,3
11294,7,2,10,27,7,16,4
11295,7,2,78,26,14,10,2
11296,7,2,6,50,22,26,2
11297,7,2,5,11,6,4,1
11298,7,2,94,20,9,9,2
11299,7,2,40,63,15,41,7
11300,7,2,34,39,10,25,4
11301,7,2,32,30,7,16,7
11302,7,2,50,27,9,16,2
11303,7,2,25,45,15,24,6
11304,7,2,100,21,10,7,4
11305,7,2,18,49,27,19,3
11306,7,2,20,15,8,5,2
11307,7,2,111,14,2,11,1
11308,7,2,107,34,6,26,2
11309,7,2,30,21,11,10,0
11310,7,2,49,28,6,22,0
11311,7,2,88,19,6,9,4
11312,7,2,26,7,3,3,1
11313,7,2,123,14,3,10,1
11314,7,2,9,65,28,36,1
11315,7,2,104,32,14,15,3
11316,7,2,33,23,11,10,2
11317,7,2,62,19,8,7,4
11318,7,2,22,2,1,1,0
11319,7,3,44,56,25,24,7
11320,7,3,103,24,11,10,3
11321,7,3,28,23,5,14,4
11322,7,3,105,22,11,8,3
11323,7,3,13,41,13,25,3
11324,7,3,71,25,10,11,4
11325,7,3,7,18,10,8,0
11326,7,3,46,43,20,17,6
11327,7,3,48,41,19,22,0
11328,7,3,19,32,6,25,1
11329,7,3,41,32,10,21,1
11330,7,3,14,44,21,21,2
11331,7,3,67,54,27,25,2
11332,7,3,17,14,5,9,0
11333,7,3,61,23,10,13,0
11334,7,3,102,38,15,21,2
11335,7,3,110,38,11,24,3
11336,7,3,108,35,11,23,1
11337,7,3,75,71,38,30,3
11338,7,3,73,48,14,30,4
11339,7,3,60,32,18,11,3
11340,7,3,68,22,3,17,2
11341,7,3,79,32,13,18,1
11342,7,3,121,20,6,14,0
11343,7,3,23,20,8,11,1
11344,7,3,42,23,8,14,1
11345,7,3,115,78,22,55,1
11346,7,3,52,39,14,23,2
11347,7,3,122,10,3,6,1
11348,7,3,1,23,6,16,1
11349,7,3,72,32,9,16,7
11350,7,3,109,34,13,19,2
11351,7,3,24,19,8,8,3
11352,7,3,81,34,20,6,8
11353,7,3,90,38,13,24,1
11354,7,3,112,9,4,5,0
11355,7,3,43,49,14,32,3
11356,7,3,84,6,1,5,0
11357,7,3,47,50,16,31,3
11358,7,3,77,24,10,13,1
11359,7,3,101,21,12,8,1
11360,7,3,83,29,13,14,2
11361,7,3,113,39,16,22,1
11362,7,3,120,24,9,11,4
11363,7,3,70,32,12,16,4
11364,7,3,69,27,12,11,4
11365,7,3,66,29,11,17,1
11366,7,3,114,70,24,40,6
11367,7,3,76,11,5,3,3
11368,7,3,63,17,4,11,2
11369,7,3,45,27,9,16,2
11370,7,3,106,35,14,17,4
11371,7,3,10,37,12,23,2
11372,7,3,78,14,4,9,1
11373,7,3,6,45,17,23,5
11374,7,3,5,17,8,9,0
11375,7,3,94,23,11,8,4
11376,7,3,40,55,14,37,4
11377,7,3,34,42,19,21,2
11378,7,3,32,26,9,12,5
11379,7,3,50,26,11,15,0
11380,7,3,25,18,8,10,0
11381,7,3,100,13,4,8,1
11382,7,3,18,46,16,26,4
11383,7,3,20,7,5,2,0
11384,7,3,111,12,1,11,0
11385,7,3,107,26,6,18,2
11386,7,3,30,17,6,10,1
11387,7,3,49,22,8,11,3
11388,7,3,88,22,7,12,3
11389,7,3,26,20,7,11,2
11390,7,3,123,7,1,5,1
11391,7,3,9,34,15,16,3
11392,7,3,104,23,8,13,2
11393,7,3,33,22,7,12,3
11394,7,3,62,24,7,17,0
11395,7,3,22,1,0,1,0
11396,7,4,44,43,24,15,4
11397,7,4,103,34,15,15,4
11398,7,4,28,13,3,8,2
11399,7,4,105,18,8,9,1
11400,7,4,13,35,15,16,4
11401,7,4,71,35,15,13,7
11402,7,4,7,20,8,10,2
11403,7,4,46,29,9,13,7
11404,7,4,48,43,21,20,2
11405,7,4,19,25,10,14,1
11406,7,4,41,22,14,6,2
11407,7,4,14,32,12,19,1
11408,7,4,67,40,11,24,5
11409,7,4,17,9,5,4,0
11410,7,4,61,21,9,10,2
11411,7,4,102,31,9,18,4
11412,7,4,110,51,19,32,0
11413,7,4,108,36,14,20,2
11414,7,4,75,64,24,32,8
11415,7,4,73,38,11,25,2
11416,7,4,60,27,18,6,3
11417,7,4,68,15,5,8,2
11418,7,4,79,32,17,13,2
11419,7,4,121,21,3,17,1
11420,7,4,23,36,17,17,2
11421,7,4,42,14,4,8,2
11422,7,4,115,73,30,40,3
11423,7,4,52,45,24,20,1
11424,7,4,122,13,3,8,2
11425,7,4,1,18,7,9,2
11426,7,4,72,33,14,17,2
11427,7,4,109,30,14,16,0
11428,7,4,24,12,4,7,1
11429,7,4,81,24,11,12,1
11430,7,4,90,27,11,14,2
11431,7,4,112,9,4,5,0
11432,7,4,43,30,21,7,2
11433,7,4,84,10,4,6,0
11434,7,4,47,48,16,24,8
11435,7,4,77,22,5,13,4
11436,7,4,101,15,9,6,0
11437,7,4,83,29,12,14,3
11438,7,4,113,40,16,23,1
11439,7,4,120,24,3,17,4
11440,7,4,70,31,16,14,1
11441,7,4,69,16,8,6,2
11442,7,4,66,24,9,13,2
11443,7,4,114,49,21,27,1
11444,7,4,76,7,1,5,1
11445,7,4,63,15,4,8,3
11446,7,4,45,24,4,16,4
11447,7,4,106,25,9,14,2
11448,7,4,10,22,9,12,1
11449,7,4,78,6,2,4,0
11450,7,4,6,46,17,27,2
11451,7,4,5,15,7,5,3
11452,7,4,94,18,10,8,0
11453,7,4,40,26,8,16,2
11454,7,4,34,44,15,29,0
11455,7,4,32,33,17,14,2
11456,7,4,50,9,7,2,0
11457,7,4,25,18,10,8,0
11458,7,4,100,12,5,6,1
11459,7,4,18,43,17,20,6
11460,7,4,20,11,5,6,0
11461,7,4,111,13,2,10,1
11462,7,4,107,21,8,10,3
11463,7,4,30,30,5,24,1
11464,7,4,49,17,8,9,0
11465,7,4,88,10,4,6,0
11466,7,4,26,5,2,3,0
11467,7,4,123,6,1,4,1
11468,7,4,9,28,10,16,2
11469,7,4,104,34,18,15,1
11470,7,4,33,17,4,11,2
11471,7,4,62,16,4,11,1
11472,7,4,22,1,0,1,0
11473,7,5,44,31,11,16,4
11474,7,5,103,20,7,10,3
11475,7,5,28,21,7,13,1
11476,7,5,105,14,8,6,0
11477,7,5,13,19,10,8,1
11478,7,5,71,10,4,5,1
11479,7,5,7,14,6,7,1
11480,7,5,46,35,13,19,3
11481,7,5,48,26,9,13,4
11482,7,5,19,14,6,7,1
11483,7,5,41,18,7,10,1
11484,7,5,14,25,13,8,4
11485,7,5,67,38,13,22,3
11486,7,5,17,13,5,6,2
11487,7,5,61,21,3,15,3
11488,7,5,102,26,14,10,2
11489,7,5,110,31,18,10,3
11490,7,5,108,20,10,9,1
11491,7,5,75,58,25,30,3
11492,7,5,73,34,20,9,5
11493,7,5,60,16,6,9,1
11494,7,5,68,15,3,11,1
11495,7,5,79,22,11,11,0
11496,7,5,121,13,4,6,3
11497,7,5,23,31,10,21,0
11498,7,5,42,21,7,12,2
11499,7,5,115,42,19,22,1
11500,7,5,52,27,19,7,1
11501,7,5,122,12,3,6,3
11502,7,5,1,12,7,5,0
11503,7,5,72,21,8,10,3
11504,7,5,109,25,13,9,3
11505,7,5,24,11,5,3,3
11506,7,5,81,19,8,9,2
11507,7,5,90,20,10,10,0
11508,7,5,112,6,1,5,0
11509,7,5,43,19,6,13,0
11510,7,5,84,6,4,2,0
11511,7,5,47,40,17,20,3
11512,7,5,77,17,9,7,1
11513,7,5,101,14,9,4,1
11514,7,5,83,27,10,13,4
11515,7,5,113,21,8,12,1
11516,7,5,120,18,6,8,4
11517,7,5,70,26,10,14,2
11518,7,5,69,7,2,3,2
11519,7,5,66,11,5,5,1
11520,7,5,114,38,13,24,1
11521,7,5,76,6,2,1,3
11522,7,5,63,15,6,8,1
11523,7,5,45,21,9,10,2
11524,7,5,106,17,6,8,3
11525,7,5,10,13,7,2,4
11526,7,5,78,3,2,1,0
11527,7,5,6,21,12,9,0
11528,7,5,5,6,1,5,0
11529,7,5,94,10,4,6,0
11530,7,5,40,31,11,19,1
11531,7,5,34,27,6,18,3
11532,7,5,32,26,11,10,5
11533,7,5,50,10,4,5,1
11534,7,5,25,19,9,9,1
11535,7,5,100,9,3,5,1
11536,7,5,18,15,4,9,2
11537,7,5,20,5,2,2,1
11538,7,5,111,7,3,3,1
11539,7,5,107,15,5,10,0
11540,7,5,30,17,6,7,4
11541,7,5,49,23,7,13,3
11542,7,5,88,8,4,4,0
11543,7,5,26,8,3,4,1
11544,7,5,123,4,1,2,1
11545,7,5,9,13,5,7,1
11546,7,5,104,25,7,16,2
11547,7,5,33,12,6,4,2
11548,7,5,62,15,3,11,1
11549,7,5,22,0,0,0,0
11550,7,6,44,24,8,13,3
11551,7,6,103,27,8,14,5
11552,7,6,28,13,6,7,0
11553,7,6,105,17,9,8,0
11554,7,6,13,13,6,6,1
11555,7,6,71,27,8,15,4
11556,7,6,7,3,0,3,0
11557,7,6,46,29,12,15,2
11558,7,6,48,32,14,15,3
11559,7,6,19,14,4,9,1
11560,7,6,41,26,13,12,1
11561,7,6,14,14,5,9,0
11562,7,6,67,25,9,12,4
11563,7,6,17,8,2,3,3
11564,7,6,61,11,6,2,3
11565,7,6,102,17,6,10,1
11566,7,6,110,31,15,14,2
11567,7,6,108,22,6,13,3
11568,7,6,75,57,27,23,7
11569,7,6,73,28,13,12,3
11570,7,6,60,23,9,9,5
11571,7,6,68,8,4,4,0
11572,7,6,79,29,13,10,6
11573,7,6,121,15,4,7,4
11574,7,6,23,20,5,11,4
11575,7,6,42,20,5,13,2
11576,7,6,115,24,10,11,3
11577,7,6,52,31,13,14,4
11578,7,6,122,13,3,9,1
11579,7,6,1,8,3,4,1
11580,7,6,72,14,6,5,3
11581,7,6,109,14,3,9,2
11582,7,6,24,15,3,7,5
11583,7,6,81,19,11,7,1
11584,7,6,90,14,11,3,0
11585,7,6,112,12,2,10,0
11586,7,6,43,29,15,9,5
11587,7,6,84,7,3,4,0
11588,7,6,47,25,8,11,6
11589,7,6,77,17,11,3,3
11590,7,6,101,25,9,11,5
11591,7,6,83,19,11,6,2
11592,7,6,113,39,16,21,2
11593,7,6,120,15,7,4,4
11594,7,6,70,19,7,9,3
11595,7,6,69,18,7,6,5
11596,7,6,66,14,5,9,0
11597,7,6,114,20,6,14,0
11598,7,6,76,13,7,6,0
11599,7,6,63,17,10,4,3
11600,7,6,45,14,4,7,3
11601,7,6,106,23,9,10,4
11602,7,6,10,5,2,1,2
11603,7,6,78,12,3,6,3
11604,7,6,6,10,2,7,1
11605,7,6,5,6,1,5,0
11606,7,6,94,15,8,5,2
11607,7,6,40,35,14,15,6
11608,7,6,34,12,5,6,1
11609,7,6,32,21,11,10,0
11610,7,6,50,12,4,6,2
11611,7,6,25,21,7,12,2
11612,7,6,100,10,2,6,2
11613,7,6,18,12,4,6,2
11614,7,6,20,6,2,3,1
11615,7,6,111,6,5,1,0
11616,7,6,107,24,6,17,1
11617,7,6,30,28,3,23,2
11618,7,6,49,26,12,14,0
11619,7,6,88,8,4,4,0
11620,7,6,26,7,2,5,0
11621,7,6,123,4,1,3,0
11622,7,6,9,8,5,2,1
11623,7,6,104,20,4,15,1
11624,7,6,33,14,4,6,4
11625,7,6,62,13,2,8,3
11626,7,6,22,0,0,0,0
11627,7,7,44,35,10,19,6
11628,7,7,103,46,14,28,4
11629,7,7,28,8,5,2,1
11630,7,7,105,27,11,11,5
11631,7,7,13,22,11,9,2
11632,7,7,71,34,16,11,7
11633,7,7,7,8,0,5,3
11634,7,7,46,37,9,19,9
11635,7,7,48,30,8,15,7
11636,7,7,19,22,13,8,1
11637,7,7,41,33,15,15,3
11638,7,7,14,28,12,14,2
11639,7,7,67,43,12,25,6
11640,7,7,17,12,4,5,3
11641,7,7,61,18,9,5,4
11642,7,7,102,31,14,12,5
11643,7,7,110,23,5,16,2
11644,7,7,108,24,7,7,10
11645,7,7,75,88,39,38,11
11646,7,7,73,38,15,14,9
11647,7,7,60,14,5,7,2
11648,7,7,68,23,11,11,1
11649,7,7,79,30,11,13,6
11650,7,7,121,20,5,9,6
11651,7,7,23,22,6,13,3
11652,7,7,42,36,12,16,8
11653,7,7,115,42,16,19,7
11654,7,7,52,33,10,19,4
11655,7,7,122,25,9,10,6
11656,7,7,1,14,3,9,2
11657,7,7,72,19,5,12,2
11658,7,7,109,31,12,17,2
11659,7,7,24,21,5,12,4
11660,7,7,81,18,6,7,5
11661,7,7,90,25,9,15,1
11662,7,7,112,9,5,3,1
11663,7,7,43,61,19,33,9
11664,7,7,84,22,6,13,3
11665,7,7,47,47,14,27,6
11666,7,7,77,24,12,6,6
11667,7,7,101,22,6,11,5
11668,7,7,83,26,13,11,2
11669,7,7,113,39,8,28,3
11670,7,7,120,35,13,14,8
11671,7,7,70,32,13,16,3
11672,7,7,69,15,2,10,3
11673,7,7,66,23,4,14,5
11674,7,7,114,35,11,19,5
11675,7,7,76,13,3,9,1
11676,7,7,63,18,7,8,3
11677,7,7,45,35,13,16,6
11678,7,7,106,24,7,13,4
11679,7,7,10,7,3,3,1
11680,7,7,78,14,2,9,3
11681,7,7,6,8,4,3,1
11682,7,7,5,14,3,9,2
11683,7,7,94,19,8,10,1
11684,7,7,40,53,9,38,6
11685,7,7,34,19,8,9,2
11686,7,7,32,32,12,16,4
11687,7,7,50,20,9,9,2
11688,7,7,25,27,6,16,5
11689,7,7,100,11,4,6,1
11690,7,7,18,25,14,8,3
11691,7,7,20,11,2,6,3
11692,7,7,111,13,3,8,2
11693,7,7,107,16,5,7,4
11694,7,7,30,21,6,12,3
11695,7,7,49,26,9,12,5
11696,7,7,88,23,3,19,1
11697,7,7,26,11,2,7,2
11698,7,7,123,12,2,6,4
11699,7,7,9,19,4,9,6
11700,7,7,104,28,10,11,7
11701,7,7,33,22,5,9,8
11702,7,7,62,14,3,8,3
11703,7,7,22,2,1,1,0
11704,7,8,44,55,15,31,9
11705,7,8,103,61,17,30,14
11706,7,8,28,23,6,14,3
11707,7,8,105,50,19,25,6
11708,7,8,13,30,8,19,3
11709,7,8,71,38,15,20,3
11710,7,8,7,17,7,8,2
11711,7,8,46,45,12,24,9
11712,7,8,48,39,10,21,8
11713,7,8,19,35,16,15,4
11714,7,8,41,40,18,17,5
11715,7,8,14,44,13,26,5
11716,7,8,67,52,20,21,11
11717,7,8,17,26,15,8,3
11718,7,8,61,34,17,11,6
11719,7,8,102,44,16,21,7
11720,7,8,110,23,7,11,5
11721,7,8,108,34,13,15,6
11722,7,8,75,73,24,31,18
11723,7,8,73,65,20,34,11
11724,7,8,60,50,19,25,6
11725,7,8,68,22,5,11,6
11726,7,8,79,41,12,22,7
11727,7,8,121,48,14,23,11
11728,7,8,23,26,7,11,8
11729,7,8,42,44,10,29,5
11730,7,8,115,30,11,6,13
11731,7,8,52,42,12,27,3
11732,7,8,122,42,19,18,5
11733,7,8,1,46,24,21,1
11734,7,8,72,27,7,15,5
11735,7,8,109,47,9,25,13
11736,7,8,24,30,11,11,8
11737,7,8,81,30,8,14,8
11738,7,8,90,43,18,22,3
11739,7,8,112,21,4,16,1
11740,7,8,43,61,24,30,7
11741,7,8,84,27,6,15,6
11742,7,8,47,44,16,16,12
11743,7,8,77,42,17,15,10
11744,7,8,101,31,17,10,4
11745,7,8,83,40,24,13,3
11746,7,8,113,55,21,27,7
11747,7,8,120,47,8,27,12
11748,7,8,70,29,7,15,7
11749,7,8,69,18,6,9,3
11750,7,8,66,29,9,13,7
11751,7,8,114,61,26,23,12
11752,7,8,76,22,11,10,1
11753,7,8,63,27,12,12,3
11754,7,8,45,37,10,20,7
11755,7,8,106,31,12,16,3
11756,7,8,10,18,5,12,1
11757,7,8,78,24,7,14,3
11758,7,8,6,19,10,7,2
11759,7,8,5,22,2,15,5
11760,7,8,94,26,11,13,2
11761,7,8,40,60,15,35,10
11762,7,8,34,25,12,9,4
11763,7,8,32,43,12,23,8
11764,7,8,50,27,14,11,2
11765,7,8,25,41,9,27,5
11766,7,8,100,9,2,5,2
11767,7,8,18,48,19,23,6
11768,7,8,20,31,7,15,9
11769,7,8,111,20,4,13,3
11770,7,8,107,21,8,9,4
11771,7,8,30,18,5,9,4
11772,7,8,49,53,20,26,7
11773,7,8,88,39,12,19,8
11774,7,8,26,21,5,12,4
11775,7,8,123,16,7,7,2
11776,7,8,9,30,10,18,2
11777,7,8,104,26,6,13,7
11778,7,8,33,14,7,7,0
11779,7,8,62,47,17,22,8
11780,7,8,22,2,1,1,0
11781,7,9,44,64,18,36,10
11782,7,9,103,57,19,26,12
11783,7,9,28,26,12,11,3
11784,7,9,105,53,23,22,8
11785,7,9,13,51,18,28,5
11786,7,9,71,60,17,30,13
11787,7,9,7,19,8,8,3
11788,7,9,46,61,11,36,14
11789,7,9,48,46,12,30,4
11790,7,9,19,38,17,18,3
11791,7,9,41,51,19,24,8
11792,7,9,14,73,39,33,1
11793,7,9,67,64,18,32,14
11794,7,9,17,31,18,11,2
11795,7,9,61,40,19,16,5
11796,7,9,102,43,11,25,7
11797,7,9,110,30,15,12,3
11798,7,9,108,34,10,20,4
11799,7,9,75,103,34,50,19
11800,7,9,73,64,27,27,10
11801,7,9,60,35,15,13,7
11802,7,9,68,33,6,19,8
11803,7,9,79,45,11,24,10
11804,7,9,121,34,9,22,3
11805,7,9,23,35,10,20,5
11806,7,9,42,38,9,25,4
11807,7,9,115,52,16,30,6
11808,7,9,52,47,15,23,9
11809,7,9,122,26,6,15,5
11810,7,9,1,44,15,24,5
11811,7,9,72,32,8,19,5
11812,7,9,109,46,15,21,10
11813,7,9,24,34,9,17,8
11814,7,9,81,45,9,28,8
11815,7,9,90,56,23,24,9
11816,7,9,112,16,6,9,1
11817,7,9,43,85,28,39,18
11818,7,9,84,43,17,21,5
11819,7,9,47,44,12,24,8
11820,7,9,77,48,20,16,12
11821,7,9,101,27,10,12,5
11822,7,9,83,33,14,17,2
11823,7,9,113,63,24,35,4
11824,7,9,120,45,11,17,17
11825,7,9,70,44,11,21,12
11826,7,9,69,30,12,13,5
11827,7,9,66,34,15,16,3
11828,7,9,114,70,26,33,11
11829,7,9,76,28,4,21,3
11830,7,9,63,34,7,19,8
11831,7,9,45,43,12,21,10
11832,7,9,106,28,13,12,3
11833,7,9,10,24,10,11,3
11834,7,9,78,35,10,21,4
11835,7,9,6,25,7,13,5
11836,7,9,5,35,10,21,4
11837,7,9,94,33,10,21,2
11838,7,9,40,54,16,27,11
11839,7,9,34,37,12,17,8
11840,7,9,32,34,9,16,9
11841,7,9,50,21,6,11,4
11842,7,9,25,42,10,29,3
11843,7,9,100,21,6,10,5
11844,7,9,18,65,28,25,12
11845,7,9,20,28,13,14,1
11846,7,9,111,26,12,10,4
11847,7,9,107,25,10,11,4
11848,7,9,30,26,8,12,6
11849,7,9,49,40,10,23,7
11850,7,9,88,37,16,10,11
11851,7,9,26,20,8,8,4
11852,7,9,123,27,7,18,2
11853,7,9,9,34,11,16,7
11854,7,9,104,45,17,22,6
11855,7,9,33,24,6,16,2
11856,7,9,62,41,9,24,8
11857,7,9,22,2,0,2,0
11858,7,10,44,72,17,42,13
11859,7,10,103,56,16,31,9
11860,7,10,28,32,16,12,4
11861,7,10,105,53,21,23,9
11862,7,10,13,48,14,30,4
11863,7,10,71,46,12,23,11
11864,7,10,7,16,4,7,5
11865,7,10,46,76,14,41,21
11866,7,10,48,65,14,37,14
11867,7,10,19,46,20,21,5
11868,7,10,41,56,23,22,11
11869,7,10,14,65,27,31,7
11870,7,10,67,56,21,27,8
11871,7,10,17,30,14,14,2
11872,7,10,61,38,13,17,8
11873,7,10,102,37,8,24,5
11874,7,10,110,31,14,13,4
11875,7,10,108,26,7,14,5
11876,7,10,75,120,35,61,24
11877,7,10,73,58,23,22,13
11878,7,10,60,41,12,18,11
11879,7,10,68,46,4,29,13
11880,7,10,79,57,17,26,14
11881,7,10,121,32,8,20,4
11882,7,10,23,41,14,19,8
11883,7,10,42,56,10,31,15
11884,7,10,115,55,18,30,7
11885,7,10,52,54,19,28,7
11886,7,10,122,36,8,22,6
11887,7,10,1,45,9,29,7
11888,7,10,72,29,8,16,5
11889,7,10,109,55,18,24,13
11890,7,10,24,35,10,22,3
11891,7,10,81,38,14,15,9
11892,7,10,90,49,19,22,8
11893,7,10,112,20,5,14,1
11894,7,10,43,76,24,42,10
11895,7,10,84,32,12,15,5
11896,7,10,47,48,16,22,10
11897,7,10,77,49,15,22,12
11898,7,10,101,29,12,11,6
11899,7,10,83,43,20,18,5
11900,7,10,113,51,14,31,6
11901,7,10,120,47,7,31,9
11902,7,10,70,53,13,28,12
11903,7,10,69,24,7,7,10
11904,7,10,66,30,11,15,4
11905,7,10,114,63,20,31,12
11906,7,10,76,13,2,8,3
11907,7,10,63,26,8,13,5
11908,7,10,45,31,4,19,8
11909,7,10,106,35,11,18,6
11910,7,10,10,29,11,16,2
11911,7,10,78,36,8,22,6
11912,7,10,6,28,12,13,3
11913,7,10,5,41,10,26,5
11914,7,10,94,29,10,14,5
11915,7,10,40,68,16,44,8
11916,7,10,34,34,12,15,7
11917,7,10,32,47,12,22,13
11918,7,10,50,31,7,20,4
11919,7,10,25,62,17,45,0
11920,7,10,100,21,9,9,3
11921,7,10,18,65,24,32,9
11922,7,10,20,38,15,18,5
11923,7,10,111,12,4,5,3
11924,7,10,107,41,13,19,9
11925,7,10,30,24,3,20,1
11926,7,10,49,43,13,21,9
11927,7,10,88,40,14,16,10
11928,7,10,26,24,4,18,2
11929,7,10,123,27,10,10,7
11930,7,10,9,40,16,20,4
11931,7,10,104,44,9,27,8
11932,7,10,33,24,5,15,4
11933,7,10,62,39,10,24,5
11934,7,10,22,5,1,3,1
11935,7,11,44,85,24,47,14
11936,7,11,103,68,23,35,10
11937,7,11,28,37,5,25,7
11938,7,11,105,59,17,38,4
11939,7,11,13,50,24,21,5
11940,7,11,71,43,15,19,9
11941,7,11,7,18,3,11,4
11942,7,11,46,67,12,46,9
11943,7,11,48,69,18,40,11
11944,7,11,19,48,23,22,3
11945,7,11,41,43,13,28,2
11946,7,11,14,75,21,49,5
11947,7,11,67,62,25,22,15
11948,7,11,17,24,12,9,3
11949,7,11,61,54,17,27,10
11950,7,11,102,41,14,21,6
11951,7,11,110,53,17,28,8
11952,7,11,108,28,9,12,7
11953,7,11,75,106,30,55,21
11954,7,11,73,67,24,22,21
11955,7,11,60,51,18,27,6
11956,7,11,68,38,6,23,9
11957,7,11,79,45,11,23,11
11958,7,11,121,42,6,28,8
11959,7,11,23,52,17,26,9
11960,7,11,42,64,19,35,10
11961,7,11,115,44,14,22,8
11962,7,11,52,70,19,48,3
11963,7,11,122,48,6,28,14
11964,7,11,1,53,18,29,6
11965,7,11,72,31,13,15,3
11966,7,11,109,77,26,30,21
11967,7,11,24,38,9,19,10
11968,7,11,81,58,19,21,18
11969,7,11,90,54,19,29,6
11970,7,11,112,27,3,18,6
11971,7,11,43,76,21,38,17
11972,7,11,84,50,10,32,8
11973,7,11,47,68,17,38,13
11974,7,11,77,60,20,33,7
11975,7,11,101,34,14,16,4
11976,7,11,83,38,17,18,3
11977,7,11,113,43,7,29,7
11978,7,11,120,52,8,29,15
11979,7,11,70,53,10,37,6
11980,7,11,69,36,12,14,10
11981,7,11,66,33,13,15,5
11982,7,11,114,69,15,41,13
11983,7,11,76,22,5,10,7
11984,7,11,63,36,11,18,7
11985,7,11,45,48,7,34,7
11986,7,11,106,42,12,21,9
11987,7,11,10,27,6,18,3
11988,7,11,78,37,8,29,0
11989,7,11,6,28,11,17,0
11990,7,11,5,41,11,21,9
11991,7,11,94,33,7,24,2
11992,7,11,40,81,16,46,19
11993,7,11,34,34,12,12,10
11994,7,11,32,44,11,21,12
11995,7,11,50,32,10,17,5
11996,7,11,25,64,13,40,11
11997,7,11,100,29,8,12,9
11998,7,11,18,65,26,28,11
11999,7,11,20,28,6,16,6
12000,7,11,111,19,7,9,3
12001,7,11,107,23,3,14,6
12002,7,11,30,28,5,10,13
